province,num_hhmember,number_slept_under_itn,under_5,five_to_nineteen,nineteen_plus,num_under_5_slept_under_net,num_under_5,percent_slept_under_nets,percent_kids_slept_under_nets,all_slept_under_net,rural,wealth_quintile,raw_weight_hh,true_cluster,strata_id,fpc,fpc2,itns_in_hh,llins_in_hh,irs,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea,very_high_irs_in_ea,high_irs_in_ea,medium_irs_in_ea,low_irs_in_ea,very_low_irs_in_ea,people_per_net,nets_per_people,one_net_per_2_people,full_cover_or_irs_or_all_under_nets,all_kids_slept_under_net,itn_2_1_coverage_and_irs,itn_2_1_coverage_or_irs
Lusaka,5,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1292.921265,104,13,0.004336827,0.157232702,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Central,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,508.188385,9,17,0.008504924,0.316666663,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36.84210526,2,0,0,0,1,0,NA,0,0,1,NA,0,1
Luapula,7,5,1,1,1,2,2,0.714285714,1,0,Rural,2,840.6568604,85,18,0.01005291,0.25,4,0,1,2,1,4,1,1,0,4,2,1,1,0,1,1,1,77.27272727,4,0,1,0,0,0,1.75,0.571428571,1,1,1,1,1
Luapula,6,0,1,1,1,0,3,0,0,0,Rural,1,1017.982971,73,18,0.01005291,0.129032254,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3,0,0,1,0,0,NA,0,0,1,0,0,1
Luapula,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,538.1774902,81,18,0.01005291,0.182481751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,NA,0,0,0,NA,0,0
North-Western,3,0,1,#NAME?,1,0,2,0,0,0,Rural,1,418.4242249,149,12,0.011178861,0.192000002,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,54.16666667,3,0,0,1,0,0,NA,0,0,0,0,0,0
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,461.8257446,53,20,0.010673986,0.186567158,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Lusaka,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,576.4810181,96,10,0.010804322,0.268817216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Central,6,6,1,1,1,2,2,1,1,1,Rural,4,205.3968658,15,17,0.008504924,0.585365832,3,3,0,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,11.53846154,1,0,0,0,0,1,2,0.5,1,1,1,0,1
Copperbelt,4,4,1,1,1,2,2,1,1,1,Rural,4,472.447876,29,9,0.009740259,0.173913047,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,64,4,0,1,0,0,0,4,0.25,0,1,1,0,1
Southern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,906.1154785,158,19,0.008669267,0.089147285,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08695652,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Northern,8,2,#NAME?,1,1,0,0,0.25,NA,0,Rural,5,360.3304749,141,16,0.008608972,0.333333343,1,1,0,4,1,1,0,0,0,1,0.25,0,1,1,1,0,1,13.63636364,1,0,0,0,0,1,8,0.125,0,0,NA,0,0
Eastern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,1,661.9102783,201,20,0.010673986,0.216216221,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,87.5,5,1,0,0,0,0,NA,0,0,1,0,0,1
Lusaka,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,523.6849976,93,10,0.010804322,0.06122449,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,27.27272727,2,0,0,0,1,0,NA,0,0,1,NA,0,1
North-Western,6,0,1,1,1,0,1,0,0,0,Rural,2,441.6700439,150,12,0.011178861,0.210526317,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,1,0,0,0,0,1,NA,0,0,0,0,0,0
Lusaka,4,0,1,1,1,0,1,0,0,0,Rural,4,676.0807495,95,10,0.010804322,0.128205135,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,66.66666667,4,0,1,0,0,0,NA,0,0,1,0,0,1
Eastern,5,5,1,1,1,2,2,1,1,1,Rural,1,660.1539307,52,20,0.010673986,0.145348832,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,72,4,0,1,0,0,0,2.5,0.4,0,1,1,0,1
Copperbelt,4,4,1,1,1,1,1,1,1,1,Rural,4,453.1447144,28,9,0.009740259,0.303030312,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,76,4,0,1,0,0,0,4,0.25,0,1,1,0,1
Northern,3,0,1,#NAME?,1,0,1,0,0,0,Rural,1,500.5276489,135,16,0.008608972,0.194690272,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4,0,1,0,0,0,NA,0,0,1,0,0,1
Southern,4,4,1,1,1,1,1,1,1,1,Rural,5,540.2883301,164,19,0.008669267,0.169354841,2,2,1,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,19.04761905,1,0,0,0,0,1,2,0.5,1,1,1,1,1
Muchinga,4,0,1,1,1,0,1,0,0,0,Rural,1,235.6892395,112,14,0.008843537,0.490196079,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,0,0,1
Eastern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,610.8093872,45,20,0.010673986,0.143999994,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,77.77777778,4,0,1,0,0,0,3,0.333333333,0,1,NA,0,1
Eastern,9,5,1,1,1,2,2,0.555555556,1,0,Rural,3,485.0439758,56,20,0.010673986,0.130890056,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,56,3,0,0,1,0,0,4.5,0.222222222,0,1,1,0,1
Western,6,6,1,1,1,2,2,1,1,1,Rural,2,616.3865967,181,15,0.009014085,0.201680675,4,4,1,3,1,4,1,1,1,4,1.333333333,1,1,1,1,1,1,37.5,2,0,0,0,1,0,1.5,0.666666667,1,1,1,1,1
Western,3,3,1,#NAME?,1,1,1,1,1,1,Rural,1,454.232605,185,15,0.009014085,0.155844152,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,44,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Northern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,1421.343872,142,16,0.008608972,0.058608059,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,61.9047619,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Muchinga,2,2,1,#NAME?,1,1,1,1,1,1,Urban,5,242.2261658,125,1,0.005319149,0.269662917,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,45.83333333,3,0,0,1,0,0,2,0.5,1,1,1,1,1
Muchinga,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,235.6892395,112,14,0.008843537,0.490196079,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Luapula,4,4,1,1,1,1,1,1,1,1,Rural,2,412.4599609,72,18,0.01005291,0.184615389,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,45.83333333,3,0,0,1,0,0,2,0.5,1,1,1,1,1
Southern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,5,472.7120056,166,19,0.008669267,0.063583814,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,73.91304348,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Northern,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,3,360.3304749,141,16,0.008608972,0.333333343,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,13.63636364,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Copperbelt,4,4,1,#NAME?,1,2,2,1,1,1,Urban,5,2386.630371,36,11,0.004253509,0.078369908,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,52,3,0,0,1,0,0,4,0.25,0,1,1,0,0
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,4,336.3952026,60,20,0.010673986,0.220183492,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Western,3,3,1,#NAME?,1,1,1,1,1,1,Rural,4,402.0045471,188,15,0.009014085,0.357142866,2,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,1,20,2,0,0,0,1,0,1.5,0.666666667,1,1,1,0,1
Northern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,360.3304749,141,16,0.008608972,0.333333343,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,13.63636364,1,0,0,0,0,1,2,0.5,1,1,NA,1,1
Lusaka,2,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,676.0807495,95,10,0.010804322,0.128205135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,66.66666667,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Eastern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,868.9041138,65,20,0.010673986,0.134969324,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4,0,1,0,0,0,NA,0,0,1,NA,0,1
North-Western,9,9,1,1,1,1,1,1,1,1,Rural,4,533.244873,154,12,0.011178861,0.15436241,5,5,0,6,1,5,1,1,1,5,0.833333333,0,1,1,1,0,1,47.82608696,3,0,0,1,0,0,1.8,0.555555556,1,1,1,0,1
Eastern,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,541.4136963,69,20,0.010673986,0.157534242,1,0,0,3,1,1,1,0,0,3,0.333333333,0,1,0,1,0,1,69.23076923,4,0,1,0,0,0,5,0.2,0,0,NA,0,0
Eastern,3,2,1,#NAME?,1,1,1,0.666666667,1,0,Rural,2,294.5521545,46,20,0.010673986,0.333333343,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,58.33333333,3,0,0,1,0,0,3,0.333333333,0,0,1,0,0
Central,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,2,641.1096802,18,17,0.008504924,0.263157904,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,20,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
Eastern,4,0,1,1,1,0,1,0,0,0,Rural,2,490.130249,41,20,0.010673986,0.118811883,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4,0,1,0,0,0,NA,0,0,1,0,0,1
Lusaka,1,0,#NAME?,1,#NAME?,0,0,0,NA,0,Urban,5,1548.101318,103,13,0.004336827,0.183206111,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Central,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,545.0557861,14,17,0.008504924,0.146496817,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Western,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,608.4604492,189,15,0.009014085,0.129870132,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,10,1,0,0,0,0,1,1,1,1,1,NA,0,1
Eastern,5,4,1,#NAME?,1,2,2,0.8,1,0,Rural,3,610.8093872,45,20,0.010673986,0.143999994,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,77.77777778,4,0,1,0,0,0,1.666666667,0.6,1,1,1,1,1
Western,6,5,1,1,1,1,1,0.833333333,1,0,Rural,3,481.2757568,183,15,0.009014085,0.347222209,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,36,2,0,0,0,1,0,3,0.333333333,0,0,1,0,0
Eastern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,603.1306763,198,20,0.010673986,0.152173907,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90.47619048,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Eastern,11,9,1,1,1,1,1,0.818181818,1,0,Rural,5,291.3121033,43,20,0.010673986,0.289855063,4,4,0,6,1,4,1,1,1,4,0.666666667,0,1,1,1,0,1,30,2,0,0,0,1,0,2.75,0.363636364,0,0,1,0,0
Eastern,3,2,1,1,1,1,1,0.666666667,1,0,Rural,4,1266.574219,61,20,0.010673986,0.116959065,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,25,2,0,0,0,1,0,3,0.333333333,0,1,1,0,1
Southern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,807.7772827,161,19,0.008669267,0.200000003,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Copperbelt,8,5,1,1,1,2,3,0.625,0.666666667,0,Rural,5,453.1447144,28,9,0.009740259,0.303030312,2,2,1,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,76,4,0,1,0,0,0,4,0.25,0,1,0,0,1
Luapula,4,3,1,1,1,1,1,0.75,1,0,Rural,3,642.6174927,76,18,0.01005291,0.157232702,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,80.55555556,5,1,0,0,0,0,4,0.25,0,1,1,0,1
Luapula,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,765.9437256,71,18,0.01005291,0.100877196,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Muchinga,4,0,1,#NAME?,1,0,2,0,0,0,Rural,1,227.7526245,117,14,0.008843537,0.406779647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,3,0,0,1,0,0,NA,0,0,0,0,0,0
Eastern,4,0,1,#NAME?,1,0,2,0,0,0,Rural,4,273.2630615,51,20,0.010673986,0.300000012,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,0,0,0
Lusaka,6,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,3014.49292,107,13,0.004336827,0.093333334,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Central,4,3,#NAME?,1,1,0,0,0.75,NA,0,Rural,4,561.8015747,10,17,0.008504924,0.273809522,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,47.82608696,3,0,0,1,0,0,2,0.5,1,1,NA,1,1
Lusaka,6,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1356.745117,106,13,0.004336827,0.115207374,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,NA,0,0,1,NA,0,1
Muchinga,4,0,1,1,1,0,1,0,0,0,Rural,2,227.7526245,117,14,0.008843537,0.406779647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,3,0,0,1,0,0,NA,0,0,0,0,0,0
Muchinga,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,341.5785828,120,14,0.008843537,0.205357149,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,22.72727273,2,0,0,0,1,0,1,1,1,1,NA,0,1
Luapula,3,0,1,#NAME?,1,0,1,0,0,0,Rural,1,473.644928,87,18,0.01005291,0.203539819,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,43.47826087,3,0,0,1,0,0,NA,0,0,1,0,0,1
Eastern,4,4,1,1,1,1,1,1,1,1,Rural,5,660.1539307,52,20,0.010673986,0.145348832,2,1,0,2,1,2,1,1,0,2,1,1,1,1,1,0,1,72,4,0,1,0,0,0,2,0.5,1,1,1,0,1
Eastern,3,0,1,1,#NAME?,0,2,0,0,0,Rural,3,387.9973755,66,20,0.010673986,0.179856122,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,0,0,1
Luapula,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,473.644928,87,18,0.01005291,0.203539819,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,43.47826087,3,0,0,1,0,0,1,1,1,1,NA,0,1
Northern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,1004.013367,139,16,0.008608972,0.06051873,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Central,7,0,1,1,1,0,1,0,0,0,Rural,5,636.7084961,6,17,0.008504924,0.178571433,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,15,1,0,0,0,0,1,1.75,0.571428571,1,1,0,0,1
Lusaka,4,2,1,1,1,1,1,0.5,1,0,Rural,5,785.8235474,94,10,0.010804322,0.178294569,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,8.695652174,1,0,0,0,0,1,4,0.25,0,1,1,0,0
Copperbelt,6,0,1,1,1,0,1,0,0,0,Urban,5,859.3067627,35,11,0.004253509,0.205128208,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,54.16666667,3,0,0,1,0,0,NA,0,0,1,0,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,416.0484619,64,20,0.010673986,0.161073819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1661.061035,70,6,0.004081632,0.203703701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Central,7,0,1,1,1,0,1,0,0,0,Rural,3,527.8833008,16,17,0.008504924,0.117948718,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3,0,0,1,0,0,NA,0,0,0,0,0,0
Central,2,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,661.0271606,19,17,0.008504924,0.219780222,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,65,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Luapula,6,6,1,1,1,1,1,1,1,1,Rural,2,473.644928,87,18,0.01005291,0.203539819,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,43.47826087,3,0,0,1,0,0,2,0.5,1,1,1,0,1
North-Western,6,0,1,1,1,0,1,0,0,0,Rural,4,783.1801147,156,12,0.011178861,0.119834714,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,NA,0,0,0,0,0,0
Luapula,4,1,#NAME?,1,1,0,0,0.25,NA,0,Rural,2,1017.982971,73,18,0.01005291,0.129032254,1,0,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,55,3,0,0,1,0,0,4,0.25,0,0,NA,0,0
Southern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,4,460.5774536,172,19,0.008669267,0.137724549,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,65.2173913,4,0,1,0,0,0,1,1,1,1,NA,1,1
Central,3,0,1,1,1,0,1,0,0,0,Rural,5,909.2398071,13,17,0.008504924,0.091304347,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,14.28571429,1,0,0,0,0,1,1.5,0.666666667,1,0,0,0,1
Northern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,651.9214478,131,16,0.008608972,0.233009711,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,12.5,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Muchinga,6,0,1,1,1,0,1,0,0,0,Rural,3,227.7526245,117,14,0.008843537,0.406779647,1,0,1,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,41.66666667,3,0,0,1,0,0,6,0.166666667,0,1,0,0,1
Western,6,6,1,1,1,2,2,1,1,1,Rural,2,434.698822,187,15,0.009014085,0.349999994,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,3,0.333333333,0,1,1,0,0
Copperbelt,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,776.8686523,27,9,0.009740259,0.322580636,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Luapula,4,4,1,1,1,1,1,1,1,1,Rural,1,765.9437256,71,18,0.01005291,0.100877196,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,75,4,0,1,0,0,0,4,0.25,0,1,1,0,0
Southern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,2030.643921,179,8,0.003696858,0.206185564,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Eastern,6,0,1,1,1,0,1,0,0,0,Rural,2,619.6938477,55,20,0.010673986,0.154838711,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3,0,0,1,0,0,NA,0,0,1,0,0,1
Northern,5,0,1,1,1,0,1,0,0,0,Rural,2,651.9214478,131,16,0.008608972,0.233009711,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1,0,0,0,0,1,NA,0,0,0,0,0,0
Southern,7,0,1,1,1,0,1,0,0,0,Rural,3,565.1546021,174,19,0.008669267,0.090163931,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,34.28571429,2,0,0,0,1,0,NA,0,0,1,0,0,1
Central,5,5,#NAME?,1,1,0,0,1,NA,1,Rural,4,936.3359375,6,17,0.008504924,0.178571433,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,15,1,0,0,0,0,1,1.666666667,0.6,1,1,NA,0,1
Copperbelt,5,0,1,1,1,0,2,0,0,0,Rural,5,472.447876,29,9,0.009740259,0.173913047,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,64,4,0,1,0,0,0,NA,0,0,1,0,0,1
Northern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,229.5438385,133,16,0.008608972,0.600000024,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,57.89473684,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Northern,4,2,1,1,1,0,1,0.5,0,0,Rural,1,335.6497192,140,16,0.008608972,0.127167627,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,59.09090909,3,0,0,1,0,0,4,0.25,0,1,0,0,1
North-Western,8,0,1,1,1,0,2,0,0,0,Rural,3,738.3956909,146,12,0.011178861,0.200000003,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,65.2173913,4,0,1,0,0,0,NA,0,0,1,0,0,1
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,427.0566711,42,20,0.010673986,0.278481007,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,68.18181818,4,0,1,0,0,0,1,1,1,1,NA,1,1
Southern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,616.5323486,174,19,0.008669267,0.090163931,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28571429,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Western,2,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,153.4167023,194,15,0.009014085,0.51111114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Copperbelt,7,0,1,1,1,0,3,0,0,0,Rural,4,443.9248962,30,9,0.009740259,0.115207374,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,60,4,0,1,0,0,0,NA,0,0,1,0,0,1
Lusaka,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1884.916626,108,13,0.004336827,0.117346942,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,3,3,1,1,1,1,1,1,1,1,Rural,2,481.2757568,183,15,0.009014085,0.347222209,2,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,1,36,2,0,0,0,1,0,1.5,0.666666667,1,1,1,0,1
Copperbelt,3,3,1,#NAME?,1,1,1,1,1,1,Urban,5,1394.449951,33,11,0.004253509,0.14371258,1,0,1,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,50,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Southern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,807.7772827,161,19,0.008669267,0.200000003,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Central,3,3,1,#NAME?,1,1,1,1,1,1,Rural,5,574.0814209,11,17,0.008504924,0.298701286,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,30.43478261,2,0,0,0,1,0,3,0.333333333,0,1,1,0,0
Central,6,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,2280.060059,20,7,0.003372681,0.185185179,4,4,1,4,1,4,1,1,1,4,1,1,1,1,1,1,1,28,2,0,0,0,1,0,1.5,0.666666667,1,1,NA,1,1
Northern,5,3,1,1,1,0,1,0.6,0,0,Rural,2,910.2848511,134,16,0.008608972,0.141843975,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,66.66666667,4,0,1,0,0,0,2.5,0.4,0,1,0,0,1
Central,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,574.0814209,11,17,0.008504924,0.298701286,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Copperbelt,5,4,#NAME?,1,1,0,0,0.8,NA,0,Rural,3,476.67099,22,9,0.009740259,0.191176474,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,15.38461538,1,0,0,0,0,1,1.25,0.8,1,1,NA,0,1
Central,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,561.8015747,10,17,0.008504924,0.273809522,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,47.82608696,3,0,0,1,0,0,2,0.5,1,1,NA,1,1
Western,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,441.7264709,190,15,0.009014085,0.274725288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Copperbelt,5,2,#NAME?,1,1,0,0,0.4,NA,0,Urban,5,543.0193481,37,11,0.004253509,0.328358203,1,0,1,5,1,1,0,0,0,1,0.2,0,1,0,1,1,1,82.60869565,5,1,0,0,0,0,5,0.2,0,1,NA,0,1
